"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John R. Cherry III","Stacy Williams, Coke Sams","Charles Gale, Coke Sams","Touchstone Pictures, Touchwood Pacific Partners 1","PG","Kids & Family, Comedy","English","Oct 11, 1991, Limited","Aug 10, 2016","$14.1M","1h 31m","Surround","Ernest P. Worrell (Jim Varney) is working as a garbage collector in a small Missouri town. Despite the warnings of superstitious local Old Lady Hackmore (Eartha Kitt), he accidentally unleashes devious troll Trantor (Jonas Moscartolo), a slimy creature confined under a tree for 200 years. Trantor changes some kids into wooden dolls and turns Ernest's dog, Rimshot, into a log. Ernest then teams up with Old Lady Hackmore to get rid of the beast and bring the victims back to life.",25,51,"Ernest Scared Stupid"
