"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Geoffrey Haley","R (Language)","Romance, Comedy","English","Dec 15, 2016","1h 34m","Dolby Digital","A man (Wes Bentley) finds love with a free-spirited woman (Winona Ryder) after writing a suicide note for her sister.",40,48,"The Last Word"
