"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Rusty Cundieff","Darin Scott","Rusty Cundieff, Darin Scott","40 Acres & A Mule Filmworks, Savoy Pictures","R","Horror, Comedy","English","May 24, 1995, Limited","Nov 1, 2016","$10.7M","1h 37m","Surround","Flat (1.85:1)","A creepy mortician, Mr. Simms (Clarence Williams III), attempts to scare teenage drug dealer Stack (Joe Torry) and his friends straight by telling them four horrifying stories. One is about a guilt-riddled cop (Anthony Griffith) who goes crazy after ignoring his corrupt partner (Michael Massee). He also tells of a meek schoolboy (Brandon Hammond) with terrifying supernatural powers. Although the young thugs want to take their drugs and escape Mr. Simms, he still has two more tales to tell.",58,69,"Tales From the Hood"
