"Director","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Radford","Columbia Pictures, Goldcrest Films International, Nelson Entertainment","R","Drama","English","$24.5K","1h 47m","Surround, Stereo","When millionaire landowner Sir Jock Broughton (Joss Ackland) moves to colonized Kenya on the eve of World War II, his young trophy wife, Diana (Greta Scacchi), quickly grows tired of the man she married for money. Soon, she's carrying on with the debonair Earl Josslyn Hay (Charles Dance), and the English expatriates who populate the village know all about it. But unrest ensues when Hay is surprisingly murdered, with fingers pointing toward Broughton but proof hard to come by.",80,54,"White Mischief"
