"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrick Picard","Thomas R. Burke, Alex Don, Jason Don, Leal Naim","Patrick Picard","Love & Death Productions, Pfaff & Pfaff Productions","Horror, Mystery & Thriller","English","Dec 1, 2020, Limited","Dec 1, 2020","1h 12m","Strange events plague a young man when he's summoned to the secluded home of a wealthy childhood friend and his twin sister.",87,NA,"The Bloodhound"
