"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Stefan Ruzowitzky","Danny Krausz, Kurt Stocker","Stefan Ruzowitzky","Stratosphere Entertainment","Bayerischer Rundfunk","R","Drama","German","Jun 19, 1998, Original","$197.7K","1h 35m","1.66:1","In 1930s Austria, slow-witted Severin (Lars Rudolph) recounts the tale of a murdered landowner who leaves his estate to the seven peasants who worked on his farm. Though the workers are delighted at becoming wealthy, they soon realize that co-owning a farm is an extremely difficult undertaking. Peasants Emmy (Sophie Rois) and Lukas (Simon Schwarz) try to take the lead, but they find themselves overburdened by their greedy neighbors, who want the land for themselves.",75,65,"The Inheritors"
