"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hendel Butoy, Mike Gabriel","Thomas Schumacher","Jim Cox, Karey Kirkpatrick, Joe Ranft","Walt Disney Pictures, Silver Screen Partners IV","G","Kids & Family, Adventure, Animation","English","Nov 16, 1990, Limited","Jan 1, 2014","1h 14m","Surround","Cody (Adam Ryen), a boy living in the Australian outback, frees a rare golden eagle from a trap. When an evil poacher (George C. Scott) kidnaps Cody to catch the eagle, a group of local animals contacts the Rescue Aid Society in New York City, who assign their top mice, Bernard (Bob Newhart) and Bianca (Eva Gabor), to the case. To save Cody and the eagle, the agents fly to Australia on a clumsy albatross (John Candy) and enlist the help of an adventurous kangaroo rat (Tristan Rogers).",72,68,"The Rescuers Down Under"
