"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"André Téchiné","Saïd Ben Saïd","André Téchiné, Laurent Guyot, Viviane Zingg","Drama","French (Canada)","Jan 25, 2017","$77.3K","1h 54m","Dolby Digital, DTS","Adrien (Michel Blanc) is a middle-aged doctor who's still single and enjoys cruising younger men. One night he's sexually rebuffed by a boy named Manu (Johan Libéreau) but pursues a friendship with him anyway. He takes Manu along on a seaside vacation with his best friend, Sarah (Emmanuelle Béart), and her policeman husband, Mehdi (Sami Bouajila). Shortly thereafter, Manu and Mehdi begin an affair, causing significant tension within the two couples that worsen when Manu is diagnosed with AIDS.",86,65,"The Witnesses"
