"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Garry Marshall","Michael Phillips","PG-13","Comedy, Drama","English","Aug 5, 2003","1h 40m","Brooklyn teenager Jeffrey Willis (Matt Dillon), thoroughly unhappy with his modest homestead, embraces the other-world aspects of his summer job at the posh Flamingo Club. He spurns his father (Héctor Elizondo) in favor of the patronage of smooth-talking Phil Brody (Richard Crenna) and is seduced by the ample bikini charms of club member Carla Samson (Janet Jones). But thanks to a couple of late-summer hard lessons, the teen eventually realizes that family should always come first.",85,55,"The Flamingo Kid"
