"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rob Green","Daniel Figuero","Clive Dawson","R","Horror","English","May 22, 2017","1h 31m","Surround","In 1944, German soldiers (Jason Flemyng, Charley Boorman, Jack Davenport) take refuge in a concrete bunker that may be haunted by malevolent forces.",80,34,"The Bunker"
