"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Lisandro Alonso","Ilse Hughan, Lisandro Alonso","Ventura Film, Slot Machine, Fortuna Films, arte France Cinéma, 4L","Drama","Spanish","Apr 6, 2007, Limited","1h 18m","A 54-year-old Argentinean man is imprisoned for killing his brothers. Once he is released, he travels great distances in a small boat on the Paraná River to find his grown daughter.",86,66,"Los muertos"
