"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Shawn Levy","Robert Simonds","Len Blum, Steve Martin","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer","PG (Occasional Crude Humor|Language|Suggestive Humor)","Comedy","English","Feb 10, 2006, Wide","Jan 12, 2017","$82.2M","1h 33m","Dolby Digital, DTS, SDDS","Flat (1.85:1)","When the coach of a French soccer team is killed, his ring featuring the legendary Pink Panther diamond goes missing. Luckily, Chief Inspector Dreyfus (Kevin Kline) has a plan: assign his most intelligent, most driven officers to track down the thieves in secret, while publicly assigning the bumbling Inspector Jacques Clouseau (Steve Martin) as head of the case. Clouseau seems hopeless, until his various mistakes and misjudgments miraculously put him on the real killer's trail.",21,51,"The Pink Panther"
