"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Arthur Hiller","PG","Drama","English","Mar 22, 2007","1h 57m","A rich New York Jew (Maximilian Schell) is abducted and taken to Israel to stand trial as a Nazi war criminal.",80,73,"The Man in the Glass Booth"
