"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hal Hartley","Hal Hartley, Bruce Weiss","Miramax Films","Action Features","R","Comedy, Drama","English","Sep 8, 1989, Original","Nov 20, 2016","$22.5K","1h 30m","An ex-convict (Robert Burke) works for a Long Island garage owner (Christopher Cooke) who has a restless daughter (Adrienne Shelly) bound for Harvard.",100,87,"The Unbelievable Truth"
