"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Charles Reisner, Buster Keaton","Carl Harbaugh","United Artists","Buster Keaton Productions Inc. [us]","Comedy, Action, Drama","English","Apr 5, 1928, Original","Aug 7, 2015","1h 11m","Academy (1.33:1)","In this silent comedy, college boy William Canfield Jr. (Buster Keaton) reunites with his boat captain father in a Mississippi River town. Though he's flummoxed by Willie's citified appearance, the elder Canfield seems to have found an ally to help him compete with fellow riverboat owner John James King (Tom McGuire). Willie finds himself falling for King's daughter, Mary (Marion Byron), but he has more pressing concerns when the weather turns bad and his father in arrested.",96,91,"Steamboat Bill, Jr."
