"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Roberto Rossellini","Drama, War","German","Oct 15, 2020","1h 13m","In the devastated remains of post-war Germany, 12-year-old Edmund (Edmund Moeschke) lives with his family and five other families in a battered apartment. His brother, a former Nazi, evades the police hiding there, while his sister walks the streets. As his father (Ernst Pittschau) remains too ill to help them, it falls to Edmund to provide for the family by dealing with the black market. Growing desperate, Edmund allows a former schoolteacher to offer his help and some unusual advice.",96,86,"Germany Year Zero"
