"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Shepard","Mike Curb, Carole Curb Nemoy, Richard Shepard, Jonathan Stern","Richard Shepard","Ascot Video, Ardustry Home Entertainment LLC, A-Pix Entertainment, UNAPIX Entertainment","Curb Entertainment, Abandon Pictures, Paddy Wagon Productions","R","Mystery & Thriller","English","Nov 12, 1999, Wide","1h 32m","Surround, Dolby","When housewife Frances Hannon (Laila Robins) is abducted and buried alive, detective Madeline Foster (Maura Tierney) is brought in. With only 24 hours before Frances' oxygen runs out, Madeline pursues the trail laid by a killer calling himself Harry Houdini (Adrien Brody). After capturing him, Madeline brings Harry back to the police station, but is unable to get him to confess where Frances is buried. As time runs down, Harry gets inside the head of unstable, alcoholic Madeline.",77,55,"Oxygen"
