"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lars von Trier","Vibeke Windeløv","Lars von Trier","Zentropa Entertainments","Drama","English","Jan 27, 2006","Jan 19, 2017","$74.2K","2h 19m","Dolby Digital","In 1933 a young woman, named Grace (Bryce Dallas Howard), and her father discover an Alabama plantation whose inhabitants live as if slavery had never been abolished. Feeling a sense of duty to the people behind the heavy gates, she stays to liberate the people and see them through their first harvest. With four of her father's colleagues and a lawyer, she faces the daunting task of resurrecting the place known as Manderlay.",50,75,"Manderlay"
