"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Taylor Hackford","United Artists","PG","Musical","English","Nov 14, 1980, Original","Nov 14, 2018","1h 59m","Surround","Music producer and songwriter Vincent Vacarri (Ray Sharkey) believes that it takes good looks, not talent, to become a teen idol in 1950s America. So when he discovers handsome-faced Tomaso (Paul Land), he sweet-talks him into losing his saxophone and instead becoming a singer. Soon after, Tomaso is transformed into the newest pop star -- Tommy Dee. But when Vacarri takes on a second protégé, Caesare (Peter Gallagher), the rivalry between the two egotistical performers spirals out of control.",90,85,"The Idolmaker"
