"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Darren Stein","Jennifer Amerine, Kimberly Jacobs","Catherine Eads, Darren Stein","Columbia TriStar Home Video, Sony Pictures Entertainment","Columbia, TriStar Pictures","R","Comedy, Drama","English","Mar 19, 1999, Wide","$5.5K","1h 36m","Surround","A woman (Park Overall) leaves her unfaithful husband, takes a trip to Las Vegas with three guys and meets a former pal (Veronica Cartwright) from high school.",55,43,"Sparkler"
