"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Allan Moyle","Scott Kroopf","Touchstone Pictures","PG-13","Drama","English","Sep 2, 2003","$3.6M","1h 29m","Stereo, Surround","A Southern librarian (Penelope Ann Miller) puts excitement in her life with a found murder weapon and a false confession.",14,25,"The Gun in Betty Lou's Handbag"
