"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Clarence Brown","Sidney Franklin","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","Drama","English","May 11, 1944, Original","Apr 22, 2010","2h 6m","Susan (Irene Dunne) travels with her father (Frank Morgan) to England for a vacation. Invited to a society ball, Susan meets Sir John Ashwood (Alan Marshal) and marries him after a whirlwind romance. However, American Susan never quite adjusts to life as a new member of the British gentry. Upon the outbreak of World War I, Ashwood is sent to the trenches and never returns. When her son (Peter Lawford) goes off to fight in World War II, Susan fears the same tragic fate may befall him too.",80,57,"The White Cliffs of Dover"
