"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","United Artists","Charles Chaplin Productions","G","Comedy, Drama, Romance","Jan 30, 1931, Original","Jul 14, 2015","$18.2K","1h 27m","35mm","A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough city streets. Upon learning that she and her grandmother are to be evicted from their home, the tramp undertakes a series of attempts to provide them with the money they need, all of which end in humiliating failure. But after a drunken millionaire (Harry Myers) lavishly rewards him for saving his life, the tramp can change the flower girl's life forever.",95,96,"City Lights"
