"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dusty Mancinelli, Madeleine Sims-Fewer","Dusty Mancinelli, Madeleine Sims-Fewer","Drama, Horror","English","Mar 25, 2021","1h 47m","With her marriage about to implode, Miriam returns to her hometown to seek solace in the comfort of her younger sister and brother-in-law. But one evening a tiny slip in judgement leads to a catastrophic betrayal, leaving Miriam shocked, reeling, and furious. Believing her only recourse is to exact revenge, Miriam takes extreme action, but the price of retribution is high, and she is not prepared for the toll it takes as she begins to emotionally and psychologically unravel.",88,79,"Violation"
