"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Rich","Richard Rich","Brian Nissen","Rich Animation Studios","G","Kids & Family, Musical, Animation","English","Apr 19, 2016","$9.8M","1h 30m","A vengeful wizard curses a princess to exist as a swan by day until her prince declares his undying love.",50,66,"The Swan Princess"
