"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Baptiste Andrea, Fabrice Canepa","James Huth, Gabriella Stollenwerck","Jean-Baptiste Andrea, Fabrice Canepa","R","Horror, Mystery & Thriller","English","Dec 11, 2018","1h 23m","Surround","When a family en route to a Christmas Eve gathering decides to takes a shortcut down a wooded road, an eerie sequence of events signals trouble ahead. After nearly colliding with an oncoming car, father Frank (Ray Wise) picks up a ghostly hitchhiker (Amber Smith) and her infant child. With the sudden appearance of their new passengers, the route becomes dark and treacherous -- and the family's numbers rapidly begin to dwindle in a series of seemingly connected, grisly roadside accidents.",78,60,"Dead End"
