"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"François Truffaut","Les Films du Carrosse, Les Productions Artistes Associés","PG","Comedy, Drama","French (Canada)","Jan 3, 2020","$38.3K","1h 44m","Filmed in the small French city of Thiers, François Truffaut's episodic comedy-drama concerns one of the director's favorite subjects: childhood. A class clown stalls the teacher long enough to avoid answering a question, a toddler ends up on a high window ledge, a little girl announces to the neighborhood that her parents are punishing her, and the new boy in school hides his poor, abusive home life in these intertwining stories illustrating the joys and sorrows of growing up.",90,87,"Small Change"
