"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Icíar Bollaín","Juan Moreno, Guillermo Sempere, Koldo Zuazua","Icíar Bollaín, Isa Campo","Crea SGR, Departamento de Cultura del Gobierno Vasco","Drama","Spanish (Spain)","1h 55m","Scope (2.35:1)","Eleven years after her husband is killed, Maixabel Lasa receives a request from one of the murderers to meet in the prison where he is being held.",100,74,"Maixabel"
