"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jim Donovan","Eugene Garcia","Drama","English","1h 20m","A streetwise collegian (Laura Jordan) falls for a sensitive man (Gianpaolo Venuta), but her return to partying threatens her future.",74,59,"Pure"
