"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"James Ponsoldt","Peter Block, P. Jennifer Dana, James Ponsoldt","James Ponsoldt, Benjamin Percy","Bleecker Street","3311 Productions, Ninety-One Braves, A Bigger Boat","PG-13 (Some Thematic Material)","Drama","English","Aug 12, 2022, Limited","$55.9K","1h 27m","As their last summer before middle school comes to a close, four best friends face the uncertainties of growing up and embark on their biggest adventure yet.",33,40,"Summering"
