"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Eric Weber","Callum Greene, Anthony Katagas, Joe Pantoliano","Eric Weber","Keep Your Head, Tenafly Film Company","R","Comedy, Drama","English","Jan 16, 2004, Original","Nov 15, 2005","1h 26m","Elliot (Joe Pantoliano) is almost 50 years old and still an aspiring writer, slowly meandering through life. Well aware of his failure, he appears at ease with his lowly status in the social order -- that is, until his old childhood friend Richard (Boyd Gaines) returns to their hometown. Unlike Elliot, Richard leads a glamorous lifestyle as a big-shot film producer. It's only a matter of time before jealousy starts eating away at Elliot, bringing to light long-held grudges and secrets.",44,32,"Second Best"
