"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dennis Hopper","Vestron Pictures","R","Mystery & Thriller, Comedy","English","Apr 3, 1990, Limited","Aug 6, 2013","1h 55m","Surround","While fixing a flat tire, artist Anne Benton (Jodie Foster) sees a mob killing. She reports the murder to the local police, but they are unable to protect her from Mafia don Lino Avoca (Vincent Price), who orders hitman Milo (Dennis Hopper) to track her down and kill her. Anne changes her identity, moves to Seattle and builds a new life, while Milo, preparing for his mission, becomes increasingly obsessed with her. When he finally finds Anne, Milo needs to decide what his next move will be.",40,24,"Backtrack"
