"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Ottman","Silvio Horta, Paul Harris Boardman, Scott Derrickson","Columbia Pictures, Sony Pictures Entertainment","Phoenix Pictures, Original Film","R","Horror","English","Sep 22, 2000, Wide","Jan 1, 2012","$21.5M","1h 38m","SDDS, Dolby Digital, DTS, Surround, Dolby SR","Scope (2.35:1)","At Alpine University, one senior student will be awarded the prestigious Hitchcock Award for best thesis film, virtually guaranteeing the winner a film career in Hollywood. Amy, Travis and Graham are student filmmakers who would love to make it big in Hollywood. But first they've got to survive their last semester at Alpine, a renowned film school where the competition is killer -- and someone is killing the competition.",10,20,"Urban Legends: Final Cut"
