"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Petrie","Renee Missel, Howard Rosenman","Universal Pictures","Universal/Universal Int","PG","Drama","English","Sep 26, 1980, Original","Jan 11, 2010","1h 43m","Edna (Ellen Burstyn) has a near-death experience when she and her husband drive off a cliff. Widowed and paralyzed, Edna returns to Kansas with her grandparents, noticing the curious effect her touch has on a girl's bleeding nose along the way. Her gift for healing people attracts the attention of a small-town community, including a young man (Sam Shepard) who becomes her lover. An agnostic herself despite her powers, Edna finds her lover has a dangerous obsession with religion.",83,75,"Resurrection"
