"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Rodriguez","Ben Ormand","Robert Rodriguez","Netflix","Quick Draw Productions, Troublemaker Studios","PG (Mild Action/Violence)","Action, Adventure, Sci-Fi, Fantasy","English","Dec 25, 2020","1h 40m","Flat (1.85:1)","When alien invaders kidnap Earth's superheroes, their children must team up and learn to work together if they want to save their parents and the world.",74,42,"We Can Be Heroes"
