"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anthony Mann","Samuel Bronston","Fredric M. Frank, Philip Yordan, Ben Barzman","Allied Artists Pictures, Miramax Films","Allied Artists Pictures Corporation, Samuel Bronston Productions","History, Drama","English","Dec 14, 1961, Wide","Jan 29, 2008","$26.9K","3h 4m","Surround","Spain is overrun by the Moors and the country's only hope rests in a heroic knight known as El Cid (Charlton Heston). He knows a divided Spain cannot stand and implores his countrymen to unify in order to repel the invaders. But a hitch develops in El Cid's campaign: He gets exiled from his homeland of Castile by the region's power-hungry ruler. In the meantime, he attempts to reunite with his estranged wife, Jimena (Sophia Loren) -- who's still upset by the fact that he killed her father.",93,78,"El Cid"
