"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Frank Capra","Damon Runyon, Robert Riskin","Criterion Collection, Columbia Pictures","Columbia Pictures Corporation","Comedy, Drama","English","Sep 7, 1933, Original","Feb 3, 2004","1h 35m","Mono","An aging New York City fruit seller named Apple Annie (May Robson) attempts to maintain an outrageous charade. Long separated from her daughter, Louise (Jean Parker), who has been raised in a Spanish convent, Annie has hidden her modest position in life by claiming in her letters to be an aristocrat. When Louise finally comes to visit, Annie enlists the help of local gangster Dave the Dude (Warren William) to pose as a Manhattan socialite, leading to antics aplenty.",100,80,"Lady for a Day"
