"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jules Dassin","René Bezard, Henri Bérard, Pierre Cabaud, René Gaston Vuattoux","Auguste Le Breton, Jules Dassin, René Wheeler, Auguste Le Breton","UMPO, Criterion Collection, Rialto Pictures","Prima Film, Indusfilms, Société Nouvelle Prodis","Crime, Drama, Mystery & Thriller","French (Canada)","Jun 5, 1956, Wide","Jul 21, 2000","Apr 24, 2001","$57.2K","2h 0m","Mono","Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",93,95,"Rififi"
