"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Segal","Bonnie Turner, Terry Turner","Paramount Pictures","Paramount Pictures","PG-13","Comedy","English","Mar 31, 1995, Original","Aug 1, 2013","$30.7M","1h 38m","After his beloved father (Brian Dennehy) dies, dimwitted Tommy Callahan (Chris Farley) inherits a near-bankrupt automobile parts factory in Sandusky, Ohio. His brand new stepmother, Beverly (Bo Derek), wants to cash out and close, but Tommy's sentimental attachment to his father's employees spurs him to make one last-ditch effort to find someone who will buy their products. With his father's tightly wound assistant, Richard (David Spade), in tow, Tommy hits the road to scare up some new clients.",40,90,"Tommy Boy"
