"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Mervyn LeRoy","Henry Blanke","Warner Bros. Pictures","Warner Brothers/Seven Arts","Romance","English","Aug 29, 1936, Original","2h 20m","Based on the novel by Hervey Allen, this expansive drama follows the many adventures of the eponymous hero (Fredric March). Abandoned at a convent by his heartless nobleman father, Don Luis (Claude Rains), Anthony is later mentored by his kind grandfather, John Bonnyfeather (Edmund Gwenn), and falls for the beautiful Angela Giuseppe (Olivia de Havilland). When circumstances separate Anthony and Angela and he embarks on a long journey, he must find his way back to her, no matter what the cost.",18,48,"Anthony Adverse"
