"Director","Producer","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Takashi Koide","Drama","English","Apr 30, 1950, Original","Jul 17, 1964","Jan 15, 2008","1h 44m","Director Akira Kurosawa's statement on the Americanization of the Japanese press, this social commentary tells the tale of Ichiro (Toshirô Mifune), a famous artist who happens to be in the same vacation spot as Miyako (Yoshiko Yamaguchi), a well-known singer. When a fan magazine fabricates a liaison between the two celebrities and prints an article about their affair, Ichiro files slander charges against the tabloid. However, his lawyer, Hiruta (Takashi Shimura), has his own agenda.",88,72,"Scandal"
