"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony Harvey","Robert Evans","Tommy Cook","Paramount Pictures","PG","Romance","English","2h 0m","Flashbacks show how a tennis bum (Dean-Paul Martin) got to Wimbledon inspired by his affair with a tycoon's (Maximilian Schell) jet-set mistress (Ali MacGraw).",14,33,"Players"
