"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jorge Hernandez Aldana","Gabriel Nuncio","Drama","Spanish","Aug 13, 2017","1h 15m","Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents.",67,25,"The Heirs"
