"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Lynch","Raffaella De Laurentiis","Frank Herbert, David Lynch","Universal Pictures","Universal Pictures, Estudios Churubusco Azteca S.A., DeLaurentiis Productions","PG-13","Sci-Fi, Adventure","English","Dec 14, 1984, Wide","Feb 18, 2024","Oct 1, 2014","2h 17m","Dolby Stereo, Magnetic Stereo 6 Track, Surround, Stereo","Scope (2.35:1), 70mm","The long-awaited film version of Frank Herbert's classic science fiction epic, Dune, explodes on the screen with dazzling special effects, unforgettable images, and powerful performances. The saga of intergalactic warrior Paul Atreides (Kyle MacLachlan) and his messianic rise to leadership features an all-star cast, including Jose Ferrer, Max Von Sydow, Oscar® winner Linda Hunt and rock legend, Sting. This monumental Dino DeLaurentiis presentation is directed by David Lynch (The Elephant Man, Eraserhead), with photography by Academy Award® winner Freddie Francis, music by Grammy® winner Toto, and incredible monster creation by E.T.'s Carlo Rambaldi. Visit an unbelievable world beyond time and space and experience the ultimate adventure that goes beyond the imagination.",37,65,"Dune"
