"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"George Roy Hill","Orion Pictures","Pan Arts Productions","PG","Romance, Comedy","English","Apr 27, 1979, Original","Jan 7, 2003","1h 48m","Intellectually precocious teenager Lauren King (Diane Lane) lives in Paris with her somewhat ditzy mother (Sally Kellerman). On a movie set, she strikes up a friendship with teenage film buff Daniel Michon (Thelonious Bernard). After Lauren's mother forbids her to date the outspoken Daniel, the young lovebirds team up with eccentric pickpocket Julius (Laurence Olivier) to run away to Venice, where, according to legend, a couple who kiss under the Bridge of Sighs will stay together forever.",72,84,"A Little Romance"
