"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Emmanuel Carrère","Emmanuel Carrère, Olivier Delbosc, Julien Deris, David Gauquié","Emmanuel Carrère, Florence Aubenas, Hélène Devynck","Cohen Media Group","Orange Cinéma Séries, Région Normandie, France 3 Cinéma, Canal+, Sofica Manon 10 , Cinéfrance Studios, La Banque Postale Image 13, Curiosa Films, Studio Exception, Centre National du Cinéma et de L'image Animée, France Télévisions","Drama","French (France)","Aug 11, 2023, Limited","Sep 12, 2023","1h 47m","Digital 2.39:1","Famed author Marianne Winckler (Juliette Binoche) goes undercover to investigate the exploitation of the working class in Northern France. She eventually lands a job as a cleaner on the cross-channel ferry and develops close connections with the other cleaning women, many of whom have extremely limited resources and income opportunities. As she learns more about the plight of these workers, Marianne struggles with her deception towards them and tries to rationalize that it's for the greater good.",79,83,"Between Two Worlds"
