"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nancy Meckler","Martin Pope","Martin Sherman","R","Comedy, Drama","English","$294.5K","1h 35m","Surround","Torino (Jason Flemyng) is a young, self-centered dancer whose world is shattered when his lover Ramon (Anthony Higgins) passes away after a battle with AIDS. At Ramon's funeral, Torino meets Ramon's therapist, Jack (Antony Sher), a quiet, older man who sharply contrasts Torino's outspoken, flamboyant nature. The two very different men form an unlikely and intimate bond as Torino refuses to be treated for his HIV so that he can dance his best playing Ramon's part in an upcoming dance production.",86,59,"Alive and Kicking"
