"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hsiao-hsien Hou","François Margolin, Kristina Larsen","Hsiao-hsien Hou, François Margolin","IFC First Take","Drama","French (Canada)","Apr 4, 2008, Limited","Feb 19, 2016","$459.4K","1h 54m","Dolby Digital","As a single mother in Paris, Suzanne (Juliette Binoche) struggles to spend enough time with her young son, Simon (Simon Iteanu), between her job voice-acting at puppet shows and handling a court case against her downstairs tenant (Hippolyte Girardot), who refuses to leave. As a result, Suzanne hires Song (Song Fang), a local university student, to watch Simon while she works and deals with the case. Together, Simon and Song create a vibrant world of imagination, where a red balloon follows them.",82,60,"Flight of the Red Balloon"
