"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"David Hare","Rick McCallum","David Hare","R","Drama","English","$402.4K","1h 37m","An American doctor (Blair Brown) in London falls in love with a charmer (Bruno Ganz) who betrays her.",36,20,"Strapless"
