"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Joyce Chopra","Martin Rosen","Tom Cole","International Spectrafilm","PG-13","Drama","English","Nov 17, 1985, Original","Dec 7, 2004","1h 32m","Fifteen-year-old Connie (Laura Dern) spends the summer before her sophomore year fixating on getting male attention. While her mother, Katherine (Mary Kay Place), nags her about painting the house and favors her older sister, Connie spends her days going to the mall with her friends. One day, while the rest of her family is having a barbeque, Connie is confronted at home by a handsome, dangerous stranger, Arnold Friend (Treat Williams), who has been watching her.",94,47,"Smooth Talk"
