"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Todd Holland","David Chisholm, Ken Topolsky","Universal Pictures","Universal Pictures","PG","Kids & Family, Comedy","English","Dec 15, 1989, Wide","Jan 1, 2015","$12.3M","1h 39m","Surround","After his little brother, Jimmy (Luke Edwards), is put in a mental institution, Corey (Fred Savage) breaks him out and the pair run off together to California. On their travels, Corey meets a girl named Haley (Jenny Lewis) and discovers that Jimmy is a master at playing video games. With talents like his, he could easily win the top prize of $50,000 at Video Armageddon. While the three travelers hitchhike to the competition, the boys' parents hire a bounty hunter to track them down.",27,59,"The Wizard"
