"Director","Producer","Screenwriter","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tony Ayres","Michael McMahon, Liz Watts","Tony Ayres","Drama","Chinese","Nov 24, 2009","1h 43m","Dolby Digital","Rose Hong (Joan Chen) is a Hong Kong nightclub singer who emigrates to Australia with her sailor husband, Bill (Steven Vidler), and her two children, May (Irene Chen) and Tom (Joel Lok). The couple's relationship is doesn't last long, but they attempt to reconcile after several years, and Rose and the kids move into Bill's home outside Melbourne. The volatile and needy Rose has affairs and attempts suicide, and though her children stick around, they can't get back their innocence.",100,79,"The Home Song Stories"
