"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"George Mihalka","John Dunning, André Link, Stephen A. Miller","John Beaird","Canadian Film Development Corporation (CFDC), Famous Players, Paramount Pictures","R","Holiday, Horror, Mystery & Thriller","English","Dec 11, 1981, Original","Aug 1, 2013","1h 31m","Flat (1.85:1)","Friends defy the rules of a legendary murderer and discover he is real when they start celebrating Valentine's Day.",58,52,"My Bloody Valentine"
