"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrey Konchalovskiy","PG-13","Drama","English","$544.1K","2h 17m","Surround","Life changes for a Moscow worker (Tom Hulce) when he's made Stalin's personal film projectionist but cannot tell his bride (Lolita Davidovich).",50,78,"The Inner Circle"
