"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Deborah Kaplan, Harry Elfont","Jenno Topping, Betty Thomas","Columbia Pictures Corporation, Tall Trees Productions","PG-13","Comedy","English","Jun 12, 1998, Limited","Apr 16, 2012","$25.3M","1h 38m","Surround","School's out, and an entire graduating class -- from football stars and cool girls to complete nerds -- gathers at a wealthy classmate's home for a party. There, the artistic Preston (Ethan Embry) hopes to move in on Amanda (Jennifer Love Hewitt), the beauty he has admired from afar for years. Dorky William (Charlie Korsmo) schemes to pay back meathead Mike (Peter Facinelli) for years of bullying, and would-be rapper Kenny (Seth Green) gets locked in a room with snarky Denise (Lauren Ambrose).",40,63,"Can't Hardly Wait"
