"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Frank Capra","Harry Cohn","Mark Hellinger, Robert Riskin, Sidney Buchman","Columbia Pictures, Paramount Pictures","Columbia Pictures Corporation","G","Romance, Comedy","English","Nov 30, 1934, Wide","Aug 31, 2004","1h 30m","Mono","35mm, Flat (1.37:1)","Gambler Dan Brooks (Warner Baxter) is married to Margaret (Helen Vinson), the daughter of a factory owner (Walter Connolly), but is more interested in horse racing than joining the family business. One day, Dan decides to go from betting on races to competing in them when he purchases an unimpressive horse. Though his wife is fed up with him, Dan gets support from his sister-in-law, Princess (Myrna Loy), and stableman Whitey (Clarence Muse) as they try to turn the loser horse into a winner.",100,58,"Broadway Bill"
