"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Jacques Beineix","R","Drama","English","Oct 20, 2009","2h 17m","An obsessed dockworker (Gérard Depardieu) meets an unreal beauty (Nastassja Kinski) in a red sports car.",20,52,"The Moon in the Gutter"
