"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stan Dragoti","Victor Drai","Yves Robert, Francis Veber, Robert Klane","Twentieth Century Fox","PG","Comedy","English","Jul 19, 1985, Limited","Mar 1, 2013","1h 33m","As government official Cooper (Dabney Coleman) plays a nasty game of one-upsmanship with his rival in hopes of landing a promotion, he is deceived into believing that unassuming violinist Richard (Tom Hanks) is involved in international espionage. Cooper sends his top operative, the gorgeous Maddy (Lori Singer), to charm Richard into giving himself away. The naive musician, however, is completely clueless about political intrigue and, sadly, believes he has met the woman of his dreams.",47,40,"The Man With One Red Shoe"
