"Director","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","War","English","Nov 20, 1951, Limited","Oct 1, 2010","1h 32m","During the Korean War, an entire division of soldiers is forced to withdraw down a mountain, with a few dozen troops left behind to fend off enemy forces. One of the platoon members, Corp. Denno (Richard Basehart), is reluctant to end the life of another person, but, as soldier after soldier falls, he must learn both how to kill and how to act as a commanding officer. In addition to facing enemy troops, Denno and his remaining men have to contend with an icy descent down treacherous terrain.",100,72,"Fixed Bayonets!"
