"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Edward Burns","Edward Burns, Ted Hope, Michael Nozik","Edward Burns","Gramercy Pictures","South Fork Pictures, Good Machine, Marlboro Road Gang, PolyGram Filmed Entertainment","R (Language)","Drama","English","Mar 27, 1998, Wide","Oct 16, 2001","$221.8K","1h 36m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Flat (1.85:1)","The story centers on Claudia (Lauren Holly), a woman who has a steady relationship with Michael (Jon Bon Jovi), and a steady job at the local diner. While her dreams take her far beyond this small, seaside town, her mother's (Blythe Danner) depression over a failed marriage, as well as her bond with her sister Kelly (Connie Britton), keep Claudia from straying too far from home. It is the unexpected return of Claudia's ex-boyfriend Charlie (Edward Burns) that forces her to re-examine her life.",36,64,"No Looking Back"
