"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jesse Peretz","Scott Macaulay, Robin O'Hara","IFC Films","R (Strong Language)","Comedy","English","Aug 9, 2002, Original","Nov 30, 2016","$202.3K","1h 33m","Dolby Stereo","Flat (1.85:1)","The story follows brothers Graham (Paul Rudd) and Allen (Romany Malco) Granville as they make their way from America to small-town France. It appears that their mysterious great-uncle has died, bequeathing upon them an enormous chateau. Excited to sell the property and make a healthy profit, the brothers meet unexpected conflict when they arrive.",51,30,"The Château"
