"Director","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Boleslawski","Selznick International Pictures","Romance","English","1h 20m","Boris Androvsky (Charles Boyer) has had enough of life as a Trappist monk, so he leaves the monastery for the deserts of North Africa, in hope of a new beginning. There, he meets similarly disillusioned Domini Enfilden (Marlene Dietrich), whose long-ailing father has just died. The two strike up a whirlwind romance in the desert, though Domini knows nothing of Boris's past. When a squadron from the French Foreign Legion crosses their path, his secret may not be safe for long.",36,40,"The Garden of Allah"
