"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Emmanuel Courcol","Arnaud Bertrand","Polaris Film, Umedia","Drama","French (France)","Jan 6, 2021","1h 43m","Traumatized by the horrors of trench warfare, Georges Laffont struggles to find his place in the post-war world.",60,NA,"Ceasefire"
