"Director","Producer","Screenwriter","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jan Svankmajer","Jaromír Kallista","Jan Svankmajer","Horror, Fantasy","Czech","Aug 9, 2006","Feb 20, 2007","$48.0K","2h 1m","Dolby","In 19th-century France a young man (Pavel Liska) meets a nobleman (Jan Tríska) who invites him to spend the night in his castle, where the former witnesses a bizarre orgy and the latter's apparent death and burial. The next day, the nobleman explains he cured his fear of premature burial by having himself entombed, and he suggests that the young man, who is plagued by nightmares of a madhouse, have himself committed.",65,83,"Lunacy"
